transaction_id,account_id,transaction_type,amount
938,584,Withdrawal,4487.76
939,292,Deposit,1091.19
940,465,Deposit,4542.34
941,839,Withdrawal,4126.59
942,792,Deposit,4419.64
943,292,Deposit,3726.63
944,671,Withdrawal,1623
945,447,Deposit,1003.57
946,369,Withdrawal,875.9
947,291,Withdrawal,4086.94
948,28,Withdrawal,4591.71
949,587,Withdrawal,1120.72
950,584,Deposit,1804.45
951,705,Deposit,920.54
952,238,Deposit,4862.37
953,132,Withdrawal,653.25
954,803,Withdrawal,1494.89
955,386,Deposit,2558.07
956,87,Withdrawal,1805.32
957,580,Withdrawal,4942.69
958,723,Deposit,4648.97
959,300,Withdrawal,4092.02
960,464,Deposit,2246.47
961,525,Withdrawal,4676.79
962,750,Deposit,4264.95
963,720,Withdrawal,1685.4
964,11,Withdrawal,1126.05
965,671,Deposit,1638.44
966,718,Deposit,2255.56
967,991,Deposit,4669.52
968,841,Deposit,1946.26
969,80,Withdrawal,2116.33
970,685,Withdrawal,2826.54
971,464,Withdrawal,922.87
972,119,Deposit,842.66
973,6,Deposit,1420.98
974,118,Deposit,1706.91
975,183,Withdrawal,2416.59
976,12,Deposit,2698.93
977,290,Withdrawal,3666.44
978,721,Withdrawal,888.19
979,286,Deposit,1107.66
980,162,Withdrawal,4986.18
981,980,Withdrawal,2996.45
982,738,Deposit,3796.15
983,435,Deposit,1723.75
984,73,Deposit,3314.56
985,362,Withdrawal,3567.72
986,424,Deposit,3306.12
987,764,Deposit,1878.04
988,617,Deposit,892.47
989,656,Deposit,1228.43
990,978,Deposit,2997.24
991,535,Withdrawal,3458.19
992,25,Deposit,1042.99
993,809,Deposit,2124.6
994,487,Deposit,2239.07
995,252,Withdrawal,3777.47
996,420,Deposit,1921.6
997,155,Withdrawal,4652.59
998,909,Withdrawal,3244.9
999,60,Withdrawal,1211.33
1000,467,Deposit,528.15
1001,364,Deposit,2239.18
1002,819,Deposit,2501.65
1003,551,Withdrawal,4817.6
1004,421,Withdrawal,3164.1
1005,661,Withdrawal,2721.83
1006,492,Withdrawal,3543.67
1007,896,Withdrawal,3446.67
1008,349,Withdrawal,1011.5
1009,22,Deposit,4277.84
1010,607,Withdrawal,1665.18
1011,769,Withdrawal,4863.88
1012,18,Withdrawal,729.03
1013,594,Deposit,2179.36
1014,865,Withdrawal,3922.41
1015,460,Deposit,3117.17
1016,524,Withdrawal,1480.9
1017,11,Withdrawal,2725.28
1018,666,Withdrawal,4639.93
1019,940,Withdrawal,1286.04
1020,838,Withdrawal,3948.07
1021,667,Withdrawal,2197.16
1022,481,Deposit,1693.62
1023,145,Withdrawal,1946.41
1024,418,Withdrawal,4602.45
1025,807,Withdrawal,4274.58
1026,618,Deposit,3204.74
1027,217,Deposit,1077.65
1028,684,Deposit,1188.46
1029,90,Withdrawal,4425.92
1030,791,Deposit,738.17
1031,891,Withdrawal,4263.52
1032,121,Deposit,3892.61
1033,578,Deposit,4137.84
1034,878,Deposit,4825.46
1035,515,Deposit,4144.3
1036,705,Deposit,660.9
1037,774,Withdrawal,4948.42
1038,965,Deposit,4442.09
1039,702,Withdrawal,2743.02
1040,321,Withdrawal,2688.95
1041,11,Withdrawal,930.33
1042,897,Withdrawal,3374.14
1043,462,Withdrawal,1165.52
1044,600,Deposit,1168.09
1045,740,Deposit,2028.87
1046,317,Deposit,1014.14
1047,818,Deposit,3361.94
1048,725,Withdrawal,4212.78
1049,43,Deposit,4934.25
1050,688,Deposit,3065.04
1051,294,Withdrawal,519.01
1052,234,Deposit,2309.03
1053,498,Withdrawal,580.68
1054,473,Deposit,2382.58
1055,658,Deposit,779.15
1056,87,Withdrawal,1715.42
1057,610,Withdrawal,2445.57
1058,754,Deposit,4792.86
1059,332,Deposit,2711.34
1060,28,Withdrawal,4346.53
1061,934,Withdrawal,1088.01
1062,675,Deposit,1677.66
1063,109,Deposit,3389.4
1064,812,Withdrawal,1434.94
1065,5,Withdrawal,2901.51
1066,264,Withdrawal,3478.06
1067,378,Deposit,776.32
1068,995,Withdrawal,528.77
1069,798,Deposit,1460.12
1070,874,Withdrawal,567.08
1071,454,Deposit,4281.64
1072,424,Withdrawal,1516.81
1073,417,Deposit,4822.59
1074,791,Withdrawal,665.38
1075,489,Deposit,4910.03
1076,529,Deposit,609.53
1077,829,Deposit,2409.41
1078,472,Withdrawal,2318.73
1079,733,Withdrawal,1885.4
1080,566,Deposit,2114.38
1081,390,Deposit,3234.74
1082,113,Deposit,1936.58
1083,224,Deposit,3181.9
1084,980,Deposit,1130.62
1085,19,Deposit,2198.69
1086,708,Withdrawal,993.26
1087,790,Withdrawal,1281.4
1088,841,Withdrawal,4955.83
1089,819,Withdrawal,3720.35
1090,429,Withdrawal,1945.59
1091,340,Withdrawal,2119.75
1092,991,Withdrawal,2354.77
1093,260,Deposit,795.17
1094,620,Withdrawal,1115.8
1095,11,Withdrawal,2517.7
1096,926,Withdrawal,2133.12
1097,370,Withdrawal,2426.69
1098,703,Deposit,690.47
1099,879,Withdrawal,3877.22
1100,661,Withdrawal,2235.74
1101,851,Withdrawal,4497.54
1102,753,Withdrawal,2757.13
1103,1000,Deposit,4019.79
1104,92,Deposit,4208.91
1105,936,Withdrawal,1545.15
1106,394,Withdrawal,3210.05
1107,61,Withdrawal,2276.7
1108,383,Deposit,1770.1
1109,617,Withdrawal,1274.42
1110,556,Deposit,3673.56
1111,197,Deposit,4861.64
1112,63,Deposit,3074.59
1113,644,Withdrawal,4922.52
1114,164,Withdrawal,2866.04
1115,513,Withdrawal,4980.09
1116,206,Deposit,2095
1117,133,Withdrawal,4140.06
1118,360,Deposit,2788.61
1119,224,Deposit,3069.39
1120,339,Deposit,1877.42
1121,243,Deposit,4937.81
1122,208,Withdrawal,1473.71
1123,109,Withdrawal,1076.75
1124,31,Deposit,542.87
1125,827,Withdrawal,4574.42
1126,52,Withdrawal,2613.6
1127,298,Deposit,1017.69
1128,733,Withdrawal,968.14
1129,766,Withdrawal,794.11
1130,477,Deposit,4295.68
1131,512,Deposit,689.72
1132,143,Deposit,4007.89
1133,254,Deposit,4280.58
1134,752,Withdrawal,1303.37
1135,399,Deposit,3439.94
1136,446,Withdrawal,2266.4
1137,334,Deposit,2245.75
1138,20,Withdrawal,1351.59
1139,573,Withdrawal,2817.66
1140,546,Withdrawal,4454.94
1141,125,Deposit,2804
1142,464,Withdrawal,2297.87
1143,50,Withdrawal,4113.24
1144,318,Deposit,4821.03
1145,384,Withdrawal,4465.34
1146,697,Deposit,2232.8
1147,383,Deposit,1295.17
1148,384,Withdrawal,4415.66
1149,29,Deposit,797.09
1150,239,Withdrawal,3566.57
1151,224,Deposit,2849.71
1152,572,Withdrawal,1237.77
1153,755,Withdrawal,516.93
1154,838,Withdrawal,663.59
1155,32,Withdrawal,1053.89
1156,395,Withdrawal,4013.07
1157,777,Deposit,3129.05
1158,355,Deposit,1714.21
1159,425,Withdrawal,1572.21
1160,258,Deposit,1614.6
1161,512,Withdrawal,4305.19
1162,546,Withdrawal,2898.95
1163,848,Deposit,1787.74
1164,77,Deposit,3632.85
1165,163,Deposit,506.05
1166,852,Deposit,3332.26
1167,515,Withdrawal,4365.17
1168,955,Withdrawal,1690.09
1169,130,Deposit,962.62
1170,771,Deposit,509
1171,373,Deposit,3712.23
1172,195,Deposit,2295.86
1173,909,Deposit,1212.44
1174,320,Deposit,4842.8
1175,904,Deposit,3923.94
1176,660,Withdrawal,4135.07
1177,867,Deposit,3458.27
1178,98,Withdrawal,1689.01
1179,976,Deposit,3571.79
1180,331,Withdrawal,971.59
1181,651,Withdrawal,2630.58
1182,142,Withdrawal,2141.2
1183,257,Deposit,4675.75
1184,737,Withdrawal,706.97
1185,546,Deposit,1348.39
1186,686,Withdrawal,3331.95
1187,695,Withdrawal,1125.72
1188,565,Withdrawal,2944.45
1189,566,Withdrawal,1888.7
1190,846,Withdrawal,2081.64
1191,822,Withdrawal,755.18
1192,701,Deposit,2882.79
1193,30,Deposit,1256.29
1194,554,Deposit,2583.29
1195,121,Withdrawal,4899.1
1196,652,Deposit,3222.63
1197,768,Withdrawal,4273.64
1198,285,Deposit,3326.15
1199,342,Withdrawal,4882.08
1200,373,Deposit,3465.5
1201,854,Deposit,2624.99
1202,281,Withdrawal,1854.22
1203,676,Deposit,1106.73
1204,37,Withdrawal,1286.92
1205,417,Withdrawal,4031.64
1206,503,Withdrawal,885.95
1207,625,Withdrawal,4330.7
1208,231,Deposit,2972.55
1209,702,Withdrawal,1181.02
1210,749,Withdrawal,506.52
1211,401,Deposit,3485.57
1212,194,Deposit,3536.21
1213,459,Deposit,1567.08
1214,381,Withdrawal,2763.16
1215,682,Withdrawal,2844.71
1216,119,Withdrawal,2373.81
1217,351,Withdrawal,3194.87
1218,682,Deposit,1036.38
1219,703,Withdrawal,2260.88
1220,857,Withdrawal,2966.61
1221,903,Deposit,1044.72
1222,989,Deposit,4944.17
1223,104,Withdrawal,3447.59
1224,120,Deposit,1747.67
1225,52,Withdrawal,1732.45
1226,518,Deposit,4486.95
1227,36,Withdrawal,4849.36
1228,954,Deposit,4073.21
1229,222,Withdrawal,2290.61
1230,864,Deposit,842.51
1231,806,Withdrawal,1587.61
1232,535,Withdrawal,3763.32
1233,799,Withdrawal,1207.48
1234,509,Deposit,2289.2
1235,547,Deposit,4458.01
1236,372,Deposit,4454.99
1237,545,Deposit,3605.04
1238,955,Deposit,1787.25
1239,311,Withdrawal,775.41
1240,674,Withdrawal,2093.11
1241,331,Withdrawal,3589.22
1242,423,Withdrawal,3504.87
1243,476,Deposit,3433.83
1244,523,Withdrawal,3493.14
1245,31,Deposit,2579.51
1246,937,Deposit,2956.26
1247,507,Deposit,3081.82
1248,821,Deposit,3654.05
1249,605,Withdrawal,998.39
1250,947,Withdrawal,2184.87
1251,467,Withdrawal,1666.65
1252,4,Withdrawal,4574.59
1253,727,Deposit,2002.68
1254,18,Deposit,2325.66
1255,773,Deposit,4425.44
1256,978,Withdrawal,4593.18
1257,611,Deposit,989.55
1258,769,Withdrawal,3389.73
1259,342,Withdrawal,1112.02
1260,434,Deposit,2070.72
1261,30,Withdrawal,2329.58
1262,850,Withdrawal,2241.29
1263,470,Withdrawal,4446.91
1264,671,Deposit,659.27
1265,28,Deposit,4830.94
1266,679,Deposit,4963.45
1267,905,Deposit,2079.23
1268,494,Deposit,1623.79
1269,889,Withdrawal,2305.29
1270,966,Withdrawal,550.67
1271,640,Withdrawal,2989.75
1272,853,Deposit,3856.47
1273,216,Withdrawal,1697.69
1274,816,Deposit,1580.3
1275,111,Withdrawal,4130.2
1276,304,Deposit,3416.52
1277,490,Withdrawal,3771.01
1278,87,Withdrawal,4667.49
1279,942,Withdrawal,4836.74
1280,408,Deposit,3772.6
1281,403,Deposit,3005.53
1282,373,Withdrawal,3156.73
1283,835,Withdrawal,4254.27
1284,363,Deposit,3496.47
1285,546,Deposit,4920.02
1286,969,Deposit,1849.53
1287,589,Withdrawal,1447
1288,717,Withdrawal,3140.33
1289,553,Deposit,2171.56
1290,586,Deposit,1619.76
1291,113,Withdrawal,2959.74
1292,813,Deposit,1387.41
1293,636,Withdrawal,4484.16
1294,761,Deposit,3560.52
1295,657,Withdrawal,786.11
1296,421,Deposit,538.05
1297,294,Withdrawal,1352.37
1298,60,Deposit,2829.59
1299,508,Withdrawal,4551.3
1300,725,Deposit,2150.51
1301,226,Deposit,3641
1302,178,Deposit,3896.27
1303,349,Withdrawal,2584.95
1304,923,Deposit,2113.35
1305,385,Deposit,1520.79
1306,532,Deposit,4884.35
1307,52,Withdrawal,1525.79
1308,173,Withdrawal,1369.97
1309,921,Deposit,1187.65
1310,27,Withdrawal,3060.69
1311,151,Withdrawal,1986.06
1312,627,Deposit,3498.37
1313,762,Withdrawal,4360.59
1314,177,Withdrawal,2582.82
1315,560,Deposit,4890.98
1316,271,Deposit,4183.1
1317,642,Withdrawal,4679
1318,543,Deposit,1990.1
1319,439,Deposit,4174.55
1320,528,Deposit,3182.71
1321,973,Deposit,4081.7
1322,603,Deposit,1673.65
1323,821,Withdrawal,3452.52
1324,62,Withdrawal,4912.21
1325,270,Withdrawal,1435.52
1326,593,Deposit,2008.35
1327,131,Withdrawal,2357.04
1328,295,Deposit,4590.4
1329,672,Withdrawal,3879.33
1330,392,Deposit,1023.86
1331,172,Deposit,3360.84
1332,800,Withdrawal,2375.79
1333,900,Withdrawal,2765.69
1334,969,Deposit,4794.54
1335,937,Withdrawal,2358.87
1336,571,Deposit,2074.05
1337,574,Withdrawal,4235.71
1338,323,Withdrawal,4073.61
1339,780,Withdrawal,2040.39
1340,198,Deposit,3705.93
1341,684,Withdrawal,4983.16
1342,314,Deposit,4989.94
1343,87,Deposit,2812.93
1344,790,Withdrawal,3108.16
1345,285,Deposit,4882.72
1346,815,Deposit,845.92
1347,683,Withdrawal,1154.86
1348,150,Deposit,4703.27
1349,828,Withdrawal,2267.37
1350,661,Deposit,1556.43
1351,743,Withdrawal,4118.85
1352,860,Deposit,3164.07
1353,710,Deposit,3940.81
1354,833,Withdrawal,4718.47
1355,593,Withdrawal,3393.21
1356,323,Withdrawal,4860.8
1357,378,Deposit,3527.91
1358,352,Deposit,3858.7
1359,533,Withdrawal,3683.28
1360,902,Deposit,2260.95
1361,732,Withdrawal,1851.77
1362,458,Deposit,2914.4
1363,842,Withdrawal,991.29
1364,106,Deposit,2774.98
1365,390,Deposit,3807.22
1366,876,Deposit,3449.22
1367,352,Deposit,1502.49
1368,592,Withdrawal,3132.09
1369,320,Deposit,1312.49
1370,203,Deposit,3844.87
1371,218,Withdrawal,3558.98
1372,35,Deposit,3338.5
1373,854,Deposit,2645.27
1374,482,Withdrawal,2649.07
1375,516,Deposit,3825.57
1376,65,Deposit,1210.09
1377,300,Withdrawal,1638.08
1378,696,Deposit,4856.28
1379,326,Withdrawal,2419.75
1380,863,Withdrawal,2345.19
1381,646,Withdrawal,1303.3
1382,584,Withdrawal,1603.23
1383,640,Withdrawal,1098
1384,79,Deposit,3508.11
1385,784,Withdrawal,2716.64
1386,504,Withdrawal,1347.02
1387,412,Deposit,4375.22
1388,526,Withdrawal,1215.73
1389,551,Deposit,4007.08
1390,781,Deposit,628.79
1391,945,Deposit,4584.95
1392,62,Withdrawal,2258.34
1393,548,Withdrawal,4395.57
1394,57,Withdrawal,3238.96
1395,918,Deposit,4580.69
1396,508,Deposit,1156.63
1397,232,Withdrawal,817.18
1398,262,Deposit,526.05
1399,167,Deposit,1880.86
1400,274,Deposit,2369.13
1401,875,Withdrawal,3740.43
1402,246,Deposit,1847.44
1403,471,Deposit,3473.23
1404,371,Withdrawal,3565.67
1405,440,Deposit,4912.99
1406,602,Deposit,4324.32
1407,482,Withdrawal,3689.77
1408,144,Deposit,2078.39
1409,870,Withdrawal,4834.08
1410,441,Deposit,2755.52
1411,19,Withdrawal,4942.95
1412,52,Deposit,3632.84
1413,960,Deposit,3421.75
1414,719,Withdrawal,3868.31
1415,529,Withdrawal,3374.11
1416,908,Withdrawal,2618.32
1417,717,Deposit,510.5
1418,234,Deposit,3424.66
1419,266,Withdrawal,2993.23
1420,69,Deposit,1282.05
1421,736,Deposit,2208.32
1422,452,Withdrawal,536.2
1423,877,Withdrawal,688.55
1424,153,Deposit,1792.33
1425,360,Deposit,555.62
1426,733,Deposit,4893.88
1427,235,Withdrawal,3537.58
1428,90,Deposit,4665.42
1429,885,Deposit,1491.32
1430,776,Deposit,3270.57
1431,890,Withdrawal,1726.57
1432,412,Withdrawal,2154.51
1433,870,Withdrawal,3670.33
1434,694,Withdrawal,871.47
1435,800,Deposit,1227.94
1436,237,Deposit,3512.15
1437,349,Withdrawal,4194.81
1438,187,Withdrawal,3908.78
1439,800,Deposit,2005.22
1440,216,Withdrawal,3348.14
1441,290,Deposit,2692.36
1442,675,Withdrawal,4526.34
1443,835,Withdrawal,855.28
1444,774,Deposit,4701.87
1445,412,Deposit,626.13
1446,134,Deposit,4941.48
1447,13,Deposit,3338.98
1448,718,Deposit,2847.46
1449,868,Deposit,4152.53
1450,168,Withdrawal,4754.1
1451,946,Deposit,819.08
1452,769,Deposit,1911.19
1453,15,Deposit,1199.33
1454,764,Deposit,2463.52
1455,882,Withdrawal,2529.32
1456,680,Withdrawal,4440.05
1457,631,Withdrawal,2957.21
1458,918,Withdrawal,2147.2
1459,927,Deposit,971.79
1460,8,Deposit,1466.65
1461,528,Withdrawal,4138.07
1462,818,Withdrawal,1239.29
1463,900,Deposit,1003.69
1464,644,Withdrawal,697.39
1465,432,Deposit,1039.3
1466,181,Withdrawal,3813.11
1467,850,Deposit,3017.04
1468,309,Deposit,3708.02
1469,336,Withdrawal,3372.96
1470,968,Withdrawal,3710.03
1471,170,Deposit,3274.97
1472,126,Withdrawal,3172.25
1473,546,Deposit,1700.25
1474,888,Deposit,3050.96
1475,308,Deposit,524.11
1476,731,Withdrawal,1078.04
1477,203,Withdrawal,570.4
1478,549,Withdrawal,3157.07
1479,488,Withdrawal,3614.28
1480,919,Withdrawal,1462.36
1481,514,Deposit,4341.44
1482,279,Deposit,2057.31
1483,504,Deposit,3198.01
1484,572,Deposit,2625.94
1485,222,Deposit,1004.68
1486,921,Deposit,4338.66
1487,256,Withdrawal,2647.75
1488,420,Deposit,4561.27
1489,292,Deposit,2432.34
1490,367,Deposit,1118.1
1491,370,Withdrawal,1306.26
1492,669,Withdrawal,3307.22
1493,688,Deposit,4463.82
1494,84,Withdrawal,2717.07
1495,428,Deposit,4159.06
1496,2,Deposit,3513.81
1497,831,Deposit,3352.56
1498,447,Withdrawal,4876.06
1499,876,Deposit,995.42
1500,35,Withdrawal,2337.81
1501,684,Withdrawal,2504.74
1502,897,Deposit,1195.05
1503,159,Deposit,3678.23
1504,633,Withdrawal,799.37
1505,511,Withdrawal,2343.5
1506,441,Withdrawal,2531.93
1507,896,Deposit,4809.05
1508,189,Deposit,4317.75
1509,492,Deposit,4266.12
1510,972,Withdrawal,4160.43
1511,969,Deposit,4078.74
1512,914,Deposit,3637.2
1513,807,Deposit,1522.78
1514,447,Deposit,3658.14
1515,267,Withdrawal,505.13
1516,288,Withdrawal,3812.18
1517,905,Withdrawal,4520.15
1518,746,Withdrawal,3162.87
1519,406,Deposit,631.75
1520,114,Deposit,3609.88
1521,549,Deposit,863.63
1522,721,Deposit,3807.92
1523,923,Withdrawal,2572.86
1524,973,Deposit,4351.93
1525,393,Withdrawal,956.58
1526,96,Deposit,3911.08
1527,803,Deposit,2101.05
1528,38,Deposit,2607.22
1529,380,Deposit,4903.38
1530,738,Deposit,3402.16
1531,860,Deposit,3468.24
1532,618,Deposit,1692.39
1533,918,Deposit,4122.48
1534,472,Withdrawal,1076.96
1535,293,Withdrawal,681.54
1536,405,Deposit,4806.1
1537,690,Withdrawal,512.38
1538,668,Deposit,693.82
1539,685,Withdrawal,3079.89
1540,917,Withdrawal,1975.37
1541,835,Withdrawal,4962.73
1542,643,Deposit,1200.52
1543,464,Withdrawal,2720.38
1544,323,Withdrawal,3340.94
1545,734,Withdrawal,4920.6
1546,754,Withdrawal,3227.53
1547,843,Deposit,1681.84
1548,531,Withdrawal,4875.98
1549,424,Withdrawal,4026.31
1550,397,Deposit,4798.58
1551,746,Withdrawal,4522.54
1552,991,Deposit,4325.48
1553,245,Withdrawal,4265.79
1554,579,Deposit,3586.02
1555,617,Deposit,1622.84
1556,333,Withdrawal,904.14
1557,500,Withdrawal,2985.89
1558,45,Withdrawal,4027.07
1559,67,Withdrawal,857.29
1560,693,Withdrawal,4389.13
1561,163,Deposit,3837.25
1562,433,Withdrawal,2848.05
1563,691,Withdrawal,798.28
1564,528,Withdrawal,2658.09
1565,452,Deposit,721.39
1566,875,Withdrawal,4423.48
1567,501,Withdrawal,671.48
1568,621,Deposit,3593.01
1569,981,Deposit,2587.11
1570,55,Withdrawal,1176.22
1571,729,Deposit,1870.63
1572,77,Deposit,2648.21
1573,736,Withdrawal,4847.93
1574,74,Withdrawal,3241.02
1575,677,Deposit,1335.31
1576,937,Deposit,4262.94
1577,964,Withdrawal,4517.01
1578,765,Deposit,3021.21
1579,363,Deposit,3421.84
1580,511,Withdrawal,4103.03
1581,420,Withdrawal,1782.26
1582,805,Deposit,2261.4
1583,681,Withdrawal,1602.56
1584,465,Deposit,1301.38
1585,304,Withdrawal,3875.29
1586,255,Withdrawal,1137.83
1587,293,Withdrawal,4721.83
1588,101,Deposit,1372.13
1589,448,Withdrawal,3584.33
1590,677,Deposit,4434.67
1591,737,Withdrawal,4646.11
1592,406,Withdrawal,1848.58
1593,101,Deposit,4268.11
1594,991,Deposit,1921.16
1595,669,Deposit,3775.6
1596,242,Withdrawal,1716.27
1597,436,Deposit,2398.56
1598,650,Withdrawal,4492.06
1599,698,Deposit,3978.81
1600,233,Deposit,2928.33
1601,329,Withdrawal,4829.68
1602,765,Deposit,1290.81
1603,101,Withdrawal,943.01
1604,308,Withdrawal,3148.33
1605,234,Deposit,4240.86
1606,875,Withdrawal,4317.09
1607,512,Deposit,4030.95
1608,79,Withdrawal,3130.58
1609,548,Deposit,1075.34
1610,922,Withdrawal,3120.24
1611,880,Withdrawal,4207.11
1612,685,Deposit,2011
1613,795,Deposit,3182.89
1614,364,Deposit,938.02
1615,326,Withdrawal,3193.23
1616,853,Withdrawal,3320.36
1617,404,Deposit,3945.73
1618,717,Deposit,2862.18
1619,942,Withdrawal,2886.46
1620,374,Deposit,3509.59
1621,688,Withdrawal,776.02
1622,556,Deposit,3870.69
1623,662,Withdrawal,2591.48
1624,18,Deposit,662
1625,1000,Withdrawal,1256.49
1626,424,Deposit,974.15
1627,212,Withdrawal,2920.63
1628,99,Deposit,1818.63
1629,645,Withdrawal,1175.71
1630,19,Withdrawal,4664.64
1631,481,Withdrawal,1770.34
1632,646,Deposit,4262.91
1633,389,Withdrawal,2346.49
1634,775,Withdrawal,2206.11
1635,77,Deposit,4757.43
1636,463,Withdrawal,3865.66
1637,726,Deposit,3219.53
1638,914,Deposit,2729.28
1639,299,Deposit,1470.71
1640,216,Withdrawal,4444.84
1641,156,Deposit,3186.96
1642,321,Deposit,4829.58
1643,830,Withdrawal,4194.06
1644,403,Deposit,985.91
1645,189,Withdrawal,4942.24
1646,212,Deposit,2964.57
1647,534,Withdrawal,4567.37
1648,488,Deposit,3810.09
1649,926,Withdrawal,3141.93
1650,966,Withdrawal,653.17
1651,159,Deposit,1691.7
1652,935,Deposit,1236.64
1653,586,Withdrawal,2944.75
1654,244,Deposit,4869.46
1655,482,Deposit,2594.79
1656,927,Deposit,2679.03
1657,850,Withdrawal,1905
1658,724,Withdrawal,4280.14
1659,491,Deposit,1593.64
1660,793,Deposit,3652.95
1661,60,Withdrawal,4110.34
1662,475,Withdrawal,3121.54
1663,9,Deposit,1959.71
1664,873,Withdrawal,1261.73
1665,929,Deposit,3720.05
1666,713,Deposit,2128.51
1667,974,Withdrawal,2643.75
1668,976,Withdrawal,4190.12
1669,19,Deposit,3983.63
1670,857,Withdrawal,1700.59
1671,896,Deposit,2829.24
1672,196,Withdrawal,3676.23
1673,957,Deposit,3319.37
1674,647,Deposit,4482.51
1675,205,Deposit,1918.31
1676,614,Withdrawal,3639.38
1677,398,Deposit,4478.04
1678,833,Withdrawal,4397.81
1679,747,Withdrawal,1796.29
1680,717,Deposit,825.74
1681,848,Deposit,2484.7
1682,515,Deposit,724.73
1683,323,Withdrawal,2189.11
1684,16,Deposit,1197.67
1685,866,Withdrawal,3259.86
1686,780,Deposit,1223.76
1687,988,Withdrawal,2180.92
1688,570,Deposit,1104.07
1689,67,Withdrawal,1564.72
1690,364,Deposit,3853.24
1691,548,Withdrawal,1817.18
1692,2,Withdrawal,4515.17
1693,248,Withdrawal,2761.94
1694,276,Withdrawal,4102.78
1695,247,Withdrawal,1201.81
1696,708,Deposit,2620.84
1697,871,Deposit,3572.47
1698,71,Withdrawal,3619.44
1699,317,Deposit,2874.81
1700,405,Withdrawal,4405.78
1701,798,Withdrawal,2835.7
1702,917,Deposit,1975.24
1703,736,Deposit,3041
1704,925,Deposit,4029.96
1705,84,Deposit,1026.46
1706,896,Deposit,2117.1
1707,780,Withdrawal,1126.7
1708,954,Withdrawal,1845.55
1709,101,Deposit,3577.3
1710,709,Withdrawal,2310.92
1711,825,Deposit,2049.49
1712,221,Withdrawal,4700.8
1713,416,Withdrawal,1670.85
1714,97,Withdrawal,1755.06
1715,807,Deposit,1044.24
1716,401,Deposit,1169.57
1717,7,Deposit,1140.49
1718,687,Deposit,1739.29
1719,103,Deposit,2213.04
1720,188,Deposit,2277.81
1721,483,Withdrawal,1684.85
1722,830,Deposit,4283.59
1723,516,Deposit,4115.69
1724,304,Withdrawal,3004.02
1725,857,Deposit,2935.28
1726,854,Deposit,1167.08
1727,763,Deposit,3229.53
1728,722,Withdrawal,4449.35
1729,282,Withdrawal,2554.9
1730,188,Withdrawal,3312.21
1731,973,Deposit,3117.41
1732,795,Deposit,4466.43
1733,314,Withdrawal,3263.6
1734,966,Deposit,1710.61
1735,753,Deposit,1149.02
1736,798,Deposit,768.36
1737,859,Deposit,4157.24
1738,139,Deposit,3905.14
1739,622,Withdrawal,984.82
1740,756,Deposit,998.55
1741,830,Withdrawal,992.28
1742,503,Withdrawal,1002.76
1743,367,Withdrawal,2748.34
1744,729,Deposit,1708.14
1745,132,Withdrawal,1340.29
1746,496,Withdrawal,3144.48
1747,241,Deposit,2475.8
1748,835,Deposit,3782.88
1749,159,Deposit,1824.16
1750,207,Withdrawal,2272.89
1751,560,Deposit,4934.67
1752,604,Withdrawal,1968.97
1753,158,Withdrawal,655.39
1754,290,Withdrawal,2528.54
1755,424,Withdrawal,4262.53
1756,780,Deposit,2873.39
1757,566,Withdrawal,1942.68
1758,884,Deposit,2206.09
1759,622,Deposit,4635.62
1760,768,Deposit,1160.76
1761,169,Withdrawal,2241.89
1762,728,Deposit,4443.45
1763,887,Deposit,3082.2
1764,680,Deposit,4544.64
1765,772,Withdrawal,966.78
1766,947,Deposit,675.65
1767,135,Deposit,562.61
1768,309,Withdrawal,4868.13
1769,699,Deposit,2588.4
1770,384,Withdrawal,795.25
1771,809,Withdrawal,1826.97
1772,571,Deposit,2185.15
1773,361,Deposit,4334.98
1774,310,Deposit,1316.24
1775,4,Withdrawal,3669.84
1776,243,Withdrawal,2353.99
1777,553,Deposit,610.23
1778,855,Deposit,4585.69
1779,371,Withdrawal,2154.78
1780,295,Withdrawal,1603.14
1781,760,Withdrawal,2826.28
1782,396,Withdrawal,681.86
1783,534,Deposit,2424.83
1784,52,Deposit,4890.52
1785,260,Deposit,576.76
1786,456,Deposit,1623.51
1787,207,Deposit,4893.61
1788,295,Deposit,2851.74
1789,921,Withdrawal,2423.35
1790,834,Withdrawal,2099.8
1791,213,Withdrawal,3519.69
1792,198,Withdrawal,3223.24
1793,744,Deposit,903.96
1794,307,Withdrawal,1251.12
1795,917,Deposit,504.82
1796,434,Withdrawal,3049.68
1797,491,Withdrawal,3213.12
1798,675,Deposit,1285.18
1799,993,Deposit,1805.34
1800,191,Withdrawal,3462.21
1801,66,Withdrawal,3444.19
1802,422,Withdrawal,2513.53
1803,561,Deposit,968.18
1804,493,Withdrawal,1927.07
1805,959,Withdrawal,2825.53
1806,838,Deposit,4166.53
1807,921,Deposit,4955.96
1808,140,Deposit,1151.89
1809,117,Withdrawal,3147.72
1810,589,Deposit,3754.9
1811,789,Deposit,3123.42
1812,287,Deposit,2752.98
1813,749,Deposit,3577.11
1814,932,Withdrawal,3277.23
1815,673,Deposit,3158.18
1816,501,Deposit,1930.48
1817,76,Deposit,2134.84
1818,306,Deposit,3355.46
1819,682,Deposit,1066.71
1820,990,Deposit,4110.37
1821,712,Withdrawal,1443.08
1822,460,Withdrawal,1695.24
1823,533,Deposit,2588.5
1824,520,Deposit,3188.78
